Date,Day_of_Week,Is_Weekend,Temperature_C,Rainfall,Is_Festival,Product,Units_Sold,Units_Wasted,Selling_Price
2024-02-03,Saturday,True,19.9,False,False,Croissant,75,9,40
2024-02-03,Saturday,True,19.9,False,False,Cookies,78,13,20
2024-02-03,Saturday,True,19.9,False,False,Muffin,43,7,55
2024-02-04,Sunday,True,17.9,False,False,Cake,28,3,400
2024-02-04,Sunday,True,17.9,False,False,Cupcake,59,9,60
2024-02-04,Sunday,True,17.9,False,False,Jar Cake,30,5,120
2024-02-04,Sunday,True,17.9,False,False,Chocolate,69,12,25
2024-02-04,Sunday,True,17.9,False,False,Brownie,70,12,70
2024-02-04,Sunday,True,17.9,False,False,Croissant,68,4,40
2024-02-04,Sunday,True,17.9,False,False,Cookies,72,11,20
2024-02-04,Sunday,True,17.9,False,False,Muffin,28,3,55
2024-02-05,Monday,False,14.8,False,False,Cake,13,2,400
2024-02-05,Monday,False,14.8,False,False,Cupcake,37,1,60
2024-02-05,Monday,False,14.8,False,False,Jar Cake,32,5,120
2024-02-05,Monday,False,14.8,False,False,Chocolate,40,6,25
2024-02-05,Monday,False,14.8,False,False,Brownie,51,6,70
2024-02-05,Monday,False,14.8,False,False,Croissant,59,11,40
2024-02-05,Monday,False,14.8,False,False,Cookies,56,6,20
2024-02-05,Monday,False,14.8,False,False,Muffin,34,2,55
2024-02-06,Tuesday,False,15.6,False,False,Cake,12,0,400
2024-02-06,Tuesday,False,15.6,False,False,Cupcake,33,2,60
2024-02-06,Tuesday,False,15.6,False,False,Jar Cake,36,2,120
2024-02-06,Tuesday,False,15.6,False,False,Chocolate,38,7,25
2024-02-06,Tuesday,False,15.6,False,False,Brownie,44,3,70
2024-02-06,Tuesday,False,15.6,False,False,Croissant,72,10,40
2024-02-06,Tuesday,False,15.6,False,False,Cookies,50,3,20
2024-02-06,Tuesday,False,15.6,False,False,Muffin,25,4,55
2024-02-07,Wednesday,False,16.5,False,False,Cake,14,2,400
2024-02-07,Wednesday,False,16.5,False,False,Cupcake,28,2,60
2024-02-07,Wednesday,False,16.5,False,False,Jar Cake,20,2,120
2024-02-07,Wednesday,False,16.5,False,False,Chocolate,41,7,25
2024-02-07,Wednesday,False,16.5,False,False,Brownie,40,7,70
2024-02-07,Wednesday,False,16.5,False,False,Croissant,64,8,40
2024-02-07,Wednesday,False,16.5,False,False,Cookies,38,4,20
2024-02-07,Wednesday,False,16.5,False,False,Muffin,26,3,55
2024-02-08,Thursday,False,17.5,False,False,Cake,15,2,400
2024-02-08,Thursday,False,17.5,False,False,Cupcake,41,6,60
2024-02-08,Thursday,False,17.5,False,False,Jar Cake,26,4,120
2024-02-08,Thursday,False,17.5,False,False,Chocolate,46,8,25
2024-02-08,Thursday,False,17.5,False,False,Brownie,54,9,70
2024-02-08,Thursday,False,17.5,False,False,Croissant,61,8,40
2024-02-08,Thursday,False,17.5,False,False,Cookies,56,10,20
2024-02-08,Thursday,False,17.5,False,False,Muffin,37,6,55
2024-02-09,Friday,False,19.1,False,False,Cake,13,0,400
2024-02-09,Friday,False,19.1,False,False,Cupcake,35,3,60
2024-02-09,Friday,False,19.1,False,False,Jar Cake,27,3,120
2024-02-09,Friday,False,19.1,False,False,Chocolate,41,2,25
2024-02-09,Friday,False,19.1,False,False,Brownie,50,9,70
2024-02-09,Friday,False,19.1,False,False,Croissant,53,10,40
2024-02-09,Friday,False,19.1,False,False,Cookies,54,5,20
2024-02-09,Friday,False,19.1,False,False,Muffin,33,4,55
2024-02-10,Saturday,True,21.2,True,False,Cake,12,0,400
2024-02-10,Saturday,True,21.2,True,False,Cupcake,40,6,60
2024-02-10,Saturday,True,21.2,True,False,Jar Cake,28,5,120
2024-02-10,Saturday,True,21.2,True,False,Chocolate,44,3,25
2024-02-10,Saturday,True,21.2,True,False,Brownie,58,4,70
2024-02-10,Saturday,True,21.2,True,False,Croissant,51,7,40
2024-02-10,Saturday,True,21.2,True,False,Cookies,48,9,20
2024-02-10,Saturday,True,21.2,True,False,Muffin,33,3,55
2024-02-11,Sunday,True,15.9,False,False,Cake,27,2,400
2024-02-11,Sunday,True,15.9,False,False,Cupcake,44,5,60
2024-02-11,Sunday,True,15.9,False,False,Jar Cake,51,9,120
2024-02-11,Sunday,True,15.9,False,False,Chocolate,60,10,25
2024-02-11,Sunday,True,15.9,False,False,Brownie,67,4,70
2024-02-11,Sunday,True,15.9,False,False,Croissant,79,9,40
2024-02-11,Sunday,True,15.9,False,False,Cookies,56,8,20
2024-02-11,Sunday,True,15.9,False,False,Muffin,39,4,55
2024-02-12,Monday,False,19.3,False,False,Cake,19,2,400
2024-02-12,Monday,False,19.3,False,False,Cupcake,33,4,60
2024-02-12,Monday,False,19.3,False,False,Jar Cake,22,3,120
2024-02-12,Monday,False,19.3,False,False,Chocolate,46,5,25
2024-02-12,Monday,False,19.3,False,False,Brownie,35,6,70
2024-02-12,Monday,False,19.3,False,False,Croissant,47,6,40
2024-02-12,Monday,False,19.3,False,False,Cookies,54,2,20
2024-02-12,Monday,False,19.3,False,False,Muffin,27,1,55
2024-02-13,Tuesday,False,17.8,False,False,Cake,4,0,400
2024-02-13,Tuesday,False,17.8,False,False,Cupcake,27,4,60
2024-02-13,Tuesday,False,17.8,False,False,Jar Cake,30,2,120
2024-02-13,Tuesday,False,17.8,False,False,Chocolate,31,4,25
2024-02-13,Tuesday,False,17.8,False,False,Brownie,30,4,70
2024-02-13,Tuesday,False,17.8,False,False,Croissant,66,11,40
2024-02-13,Tuesday,False,17.8,False,False,Cookies,47,2,20
2024-02-13,Tuesday,False,17.8,False,False,Muffin,38,6,55
2024-02-14,Wednesday,False,23.5,False,False,Cake,18,1,400
2024-02-14,Wednesday,False,23.5,False,False,Cupcake,30,5,60
2024-02-14,Wednesday,False,23.5,False,False,Jar Cake,22,3,120
2024-02-14,Wednesday,False,23.5,False,False,Chocolate,43,5,25
2024-02-14,Wednesday,False,23.5,False,False,Brownie,49,9,70
2024-02-14,Wednesday,False,23.5,False,False,Croissant,38,2,40
2024-02-14,Wednesday,False,23.5,False,False,Cookies,49,7,20
2024-02-14,Wednesday,False,23.5,False,False,Muffin,34,3,55
2024-02-15,Thursday,False,18.1,False,False,Cake,20,2,400
2024-02-15,Thursday,False,18.1,False,False,Cupcake,39,7,60
2024-02-15,Thursday,False,18.1,False,False,Jar Cake,33,3,120
2024-02-15,Thursday,False,18.1,False,False,Chocolate,42,3,25
2024-02-15,Thursday,False,18.1,False,False,Brownie,47,7,70
2024-02-15,Thursday,False,18.1,False,False,Croissant,46,8,40
2024-02-15,Thursday,False,18.1,False,False,Cookies,42,8,20
2024-02-15,Thursday,False,18.1,False,False,Muffin,30,5,55
2024-02-16,Friday,False,21.2,False,False,Cake,16,1,400
2024-02-16,Friday,False,21.2,False,False,Cupcake,53,7,60
2024-02-16,Friday,False,21.2,False,False,Jar Cake,22,1,120
2024-02-16,Friday,False,21.2,False,False,Chocolate,35,2,25
2024-02-16,Friday,False,21.2,False,False,Brownie,45,7,70
2024-02-16,Friday,False,21.2,False,False,Croissant,55,7,40
2024-02-16,Friday,False,21.2,False,False,Cookies,54,4,20
2024-02-16,Friday,False,21.2,False,False,Muffin,33,5,55
2024-02-17,Saturday,True,14.1,False,False,Cake,21,1,400
2024-02-17,Saturday,True,14.1,False,False,Cupcake,37,2,60
2024-02-17,Saturday,True,14.1,False,False,Jar Cake,34,1,120
2024-02-17,Saturday,True,14.1,False,False,Chocolate,44,8,25
2024-02-17,Saturday,True,14.1,False,False,Brownie,56,3,70
2024-02-17,Saturday,True,14.1,False,False,Croissant,100,19,40
2024-02-17,Saturday,True,14.1,False,False,Cookies,71,8,20
2024-02-17,Saturday,True,14.1,False,False,Muffin,41,6,55
2024-02-18,Sunday,True,22.1,False,False,Cake,13,1,400
2024-02-18,Sunday,True,22.1,False,False,Cupcake,56,8,60
2024-02-18,Sunday,True,22.1,False,False,Jar Cake,37,5,120
2024-02-18,Sunday,True,22.1,False,False,Chocolate,64,3,25
2024-02-18,Sunday,True,22.1,False,False,Brownie,75,11,70
2024-02-18,Sunday,True,22.1,False,False,Croissant,54,5,40
2024-02-18,Sunday,True,22.1,False,False,Cookies,71,10,20
2024-02-18,Sunday,True,22.1,False,False,Muffin,49,6,55
2024-02-19,Monday,False,18.0,False,False,Cake,20,1,400
2024-02-19,Monday,False,18.0,False,False,Cupcake,38,6,60
2024-02-19,Monday,False,18.0,False,False,Jar Cake,30,5,120
2024-02-19,Monday,False,18.0,False,False,Chocolate,31,1,25
2024-02-19,Monday,False,18.0,False,False,Brownie,41,4,70
2024-02-19,Monday,False,18.0,False,False,Croissant,61,7,40
2024-02-19,Monday,False,18.0,False,False,Cookies,44,3,20
2024-02-19,Monday,False,18.0,False,False,Muffin,20,3,55
2024-02-20,Tuesday,False,18.8,False,False,Cake,20,2,400
2024-02-20,Tuesday,False,18.8,False,False,Cupcake,33,4,60
2024-02-20,Tuesday,False,18.8,False,False,Jar Cake,25,4,120
2024-02-20,Tuesday,False,18.8,False,False,Chocolate,46,8,25
2024-02-20,Tuesday,False,18.8,False,False,Brownie,55,10,70
2024-02-20,Tuesday,False,18.8,False,False,Croissant,53,6,40
2024-02-20,Tuesday,False,18.8,False,False,Cookies,45,4,20
2024-02-20,Tuesday,False,18.8,False,False,Muffin,35,3,55
2024-02-21,Wednesday,False,24.9,False,False,Cake,18,2,400
2024-02-21,Wednesday,False,24.9,False,False,Cupcake,27,4,60
2024-02-21,Wednesday,False,24.9,False,False,Jar Cake,20,3,120
2024-02-21,Wednesday,False,24.9,False,False,Chocolate,31,2,25
2024-02-21,Wednesday,False,24.9,False,False,Brownie,63,10,70
2024-02-21,Wednesday,False,24.9,False,False,Croissant,46,6,40
2024-02-21,Wednesday,False,24.9,False,False,Cookies,66,11,20
